cycle  INDEX  OPCODE          WIDTH  SDC  SYMPTOM  TRUE  
570    77     store           64     5    59       0     
571    11     load            64     10   54       0     
572    12     add             32     4    28       0     
573    13     store           32     4    28       0     
574    14     sext            32     0    30       2     
575    15     getelementptr   64     0    63       1     
576    16     load            64     0    62       2     
577    17     store           8      0    8        0     
578    18     load            64     15   49       0     
579    19     sext            8      8    0        0     
580    20     call            64     14   49       1     
581    21     load            64     1    63       0     
582    22     sext            8      0    8        0     
583    23     switch          32     0    32       0     
584    26     load            64     4    60       0     
585    27     load            64     1    63       0     
586    28     add             32     2    30       0     
587    29     store           32     1    31       0     
588    30     sext            32     0    32       0     
589    31     getelementptr   64     0    64       0     
590    32     store           64     11   53       0     
591    33     store           32     32   0        0     
592    11     load            64     13   51       0     
593    12     add             32     4    28       0     
594    13     store           32     4    28       0     
595    14     sext            32     10   22       0     
596    15     getelementptr   64     11   53       0     
597    16     load            64     11   53       0     
598    17     store           8      8    0        0     
599    18     load            64     17   47       0     
600    19     sext            8      8    0        0     
601    20     call            64     14   49       1     
602    21     load            64     1    47       16    
603    22     sext            8      0    0        8     
604    23     switch          32     0    0        32    
605    41     call            64     0    31       33    
606    42     bitcast         64     2    51       11    
607    43     store           64     2    49       13    
608    44     load            64     16   48       0     
609    45     load            64     3    61       0     
610    46     getelementptr   64     14   50       0     
611    47     store           8      8    0        0     
612    48     load            64     0    61       3     
613    49     getelementptr   64     0    47       17    
614    50     store           64     0    64       0     
615    51     load            64     0    61       3     
616    52     getelementptr   64     0    48       16    
617    53     store           64     0    64       0     
618    54     load            64     7    50       7     
619    55     icmp            64     0    0        64    
620    56     br              1      1    0        0     
621    60     load            64     14   49       1     
622    61     icmp            32     32   0        0     
623    62     br              1      1    0        0     
624    63     load            64     1    63       0     
625    64     load            64     6    58       0     
626    65     sext            32     3    29       0     
627    66     getelementptr   64     2    62       0     
628    67     load            64     1    63       0     
629    68     getelementptr   64     12   52       0     
630    69     store           64     6    58       0     
631    11     load            64     12   52       0     
632    12     add             32     3    29       0     
633    13     store           32     3    29       0     
634    14     sext            32     12   20       0     
635    15     getelementptr   64     12   51       1     
636    16     load            64     13   51       0     
637    17     store           8      8    0        0     
638    18     load            64     16   48       0     
639    19     sext            8      8    0        0     
640    20     call            64     14   49       1     
641    21     load            64     17   47       0     
