cycle  INDEX  OPCODE          WIDTH  SDC  SYMPTOM  TRUE  
387    40     fadd            64     15   0        49    
388    41     fcmp            1      1    0        0     
389    43     load            64     55   0        9     
390    44     load            64     20   0        44    
391    0      alloca          64     1    51       12    
392    2      load            64     20   0        44    
393    3      fmul            64     21   0        43    
394    4      call            64     20   0        44    
395    5      fmul            64     20   0        44    
396    6      fdiv            64     21   0        43    
397    45     call            64     21   0        43    
398    46     call            32     0    0        32    
399    48     call            64     6    0        58    
400    49     fmul            64     2    0        62    
401    50     fdiv            64     6    0        58    
402    51     load            64     4    0        60    
403    52     fadd            64     4    0        60    
404    36     load            64     4    0        60    
405    37     call            64     3    0        61    
406    38     fmul            64     11   0        53    
407    39     fmul            64     10   0        54    
408    40     fadd            64     10   0        54    
409    41     fcmp            1      1    0        0     
