cycle  INDEX  OPCODE          WIDTH  SDC  SYMPTOM  TRUE  
311    35     icmp            1      1    0        0     
312    46     load            32     0    1        31    
313    47     add             32     0    1        31    
314    13     load            32     0    0        32    
315    14     icmp            1      0    0        1     
316    16     load            64     62   0        2     
317    17     shl             64     64   0        0     
318    18     load            64     2    0        62    
319    19     and             64     34   0        30    
320    20     lshr            64     64   0        0     
321    21     add             64     64   0        0     
322    23     load            64     30   0        34    
323    24     shl             64     32   0        32    
324    26     load            64     47   0        17    
325    27     shl             64     48   0        16    
326    29     load            64     0    0        64    
327    30     shl             64     0    0        64    
328    31     add             64     1    0        63    
329    33     load            64     64   0        0     
330    34     load            64     1    0        63    
331    35     icmp            1      1    0        0     
332    46     load            32     0    1        31    
333    47     add             32     0    1        31    
334    13     load            32     0    0        32    
335    14     icmp            1      0    0        1     
336    16     load            64     62   0        2     
337    17     shl             64     64   0        0     
338    18     load            64     2    0        62    
339    19     and             64     34   0        30    
340    20     lshr            64     64   0        0     
341    21     add             64     64   0        0     
342    23     load            64     30   0        34    
343    24     shl             64     30   0        34    
344    26     load            64     48   0        16    
345    27     shl             64     49   0        15    
346    29     load            64     0    0        64    
347    30     shl             64     0    0        64    
348    31     add             64     1    0        63    
349    33     load            64     64   0        0     
350    34     load            64     1    0        63    
351    35     icmp            1      1    0        0     
352    46     load            32     0    1        31    
353    47     add             32     0    1        31    
354    13     load            32     0    0        32    
355    14     icmp            1      0    0        1     
356    16     load            64     62   0        2     
357    17     shl             64     64   0        0     
358    18     load            64     2    0        62    
359    19     and             64     34   0        30    
360    20     lshr            64     64   0        0     
361    21     add             64     64   0        0     
362    23     load            64     28   0        36    
363    24     shl             64     28   0        36    
364    26     load            64     49   0        15    
365    27     shl             64     50   0        14    
366    29     load            64     0    0        64    
367    30     shl             64     0    0        64    
368    31     add             64     1    0        63    
369    33     load            64     64   0        0     
370    34     load            64     1    0        63    
371    35     icmp            1      1    0        0     
372    46     load            32     0    1        31    
373    47     add             32     0    1        31    
374    13     load            32     0    0        32    
375    14     icmp            1      0    0        1     
376    16     load            64     62   0        2     
377    17     shl             64     64   0        0     
378    18     load            64     2    0        62    
379    19     and             64     34   0        30    
380    20     lshr            64     64   0        0     
381    21     add             64     64   0        0     
382    23     load            64     26   0        38    
383    24     shl             64     26   0        38    
384    26     load            64     50   0        14    
385    27     shl             64     51   0        13    
386    29     load            64     0    0        64    
387    30     shl             64     0    0        64    
388    31     add             64     1    0        63    
389    33     load            64     64   0        0     
390    34     load            64     1    0        63    
391    35     icmp            1      1    0        0     
392    46     load            32     0    1        31    
393    47     add             32     0    1        31    
394    13     load            32     0    0        32    
395    14     icmp            1      0    0        1     
396    16     load            64     62   0        2     
397    17     shl             64     64   0        0     
398    18     load            64     2    0        62    
399    19     and             64     34   0        30    
400    20     lshr            64     64   0        0     
401    21     add             64     64   0        0     
402    23     load            64     24   0        40    
403    24     shl             64     24   0        40    
404    26     load            64     51   0        13    
405    27     shl             64     52   0        12    
406    29     load            64     0    0        64    
407    30     shl             64     0    0        64    
408    31     add             64     1    0        63    
409    33     load            64     64   0        0     
410    34     load            64     1    0        63    
411    35     icmp            1      1    0        0     
412    46     load            32     0    1        31    
413    47     add             32     0    1        31    
414    13     load            32     0    0        32    
415    14     icmp            1      0    0        1     
416    16     load            64     62   0        2     
417    17     shl             64     64   0        0     
418    18     load            64     2    0        62    
419    19     and             64     34   0        30    
420    20     lshr            64     64   0        0     
421    21     add             64     64   0        0     
422    23     load            64     22   0        42    
423    24     shl             64     22   0        42    
424    26     load            64     52   0        12    
425    27     shl             64     53   0        11    
426    29     load            64     0    0        64    
427    30     shl             64     0    0        64    
428    31     add             64     1    0        63    
429    33     load            64     64   0        0     
430    34     load            64     1    0        63    
431    35     icmp            1      1    0        0     
432    46     load            32     0    1        31    
433    47     add             32     0    1        31    
434    13     load            32     0    0        32    
435    14     icmp            1      0    0        1     
436    16     load            64     62   0        2     
437    17     shl             64     64   0        0     
438    18     load            64     2    0        62    
439    19     and             64     34   0        30    
440    20     lshr            64     64   0        0     
441    21     add             64     64   0        0     
442    23     load            64     20   0        44    
443    24     shl             64     20   0        44    
444    26     load            64     53   0        11    
445    27     shl             64     54   0        10    
446    29     load            64     0    0        64    
447    30     shl             64     0    0        64    
448    31     add             64     1    0        63    
449    33     load            64     64   0        0     
450    34     load            64     1    0        63    
451    35     icmp            1      1    0        0     
452    46     load            32     0    1        31    
453    47     add             32     0    1        31    
454    13     load            32     0    0        32    
455    14     icmp            1      0    0        1     
456    16     load            64     62   0        2     
457    17     shl             64     64   0        0     
458    18     load            64     2    0        62    
459    19     and             64     34   0        30    
460    20     lshr            64     64   0        0     
461    21     add             64     64   0        0     
462    23     load            64     18   0        46    
463    24     shl             64     18   0        46    
464    26     load            64     54   0        10    
465    27     shl             64     55   0        9     
466    29     load            64     0    0        64    
467    30     shl             64     0    0        64    
468    31     add             64     1    0        63    
469    33     load            64     64   0        0     
470    34     load            64     1    0        63    
